pyEGA3 - EGA python client version 3.0.39 (https://github.com/EGA-archive/ega-download-client)
Parts of this software are derived from pyEGA (https://github.com/blachlylab/pyega) by James Blachly

Server URL: https://ega.ebi.ac.uk:8051/elixir/data
Session-Id: 3303842013

File ID         Status Bytes        Check sum                            File name
EGAF00001723717      1 79596056388  48d7c8770b4fc0ca0ba2156deba07bb2     EGAR00001587349/repeat_expansions/NA20241.bam.cip
EGAF00001723670      1 80573756822  8563bd484234e910413cf6a8f6bb7083     EGAR00001587302/repeat_expansions/NA06926.bam.cip
EGAF00001723619      1 75242646033  c20994c0b2567a4198326ea0c92aba62     EGAR00001587251/repeat_expansions/NA06890.bam.cip
EGAF00001723707      1 75059596860  7b4e6b6aa12c51063261d02b6b4a0d3b     EGAR00001587339/repeat_expansions/NA20230.bam.cip
EGAF00001723644      1 81215847710  07d391eca8578dff435c7aee309c294c     EGAR00001587276/repeat_expansions/NA15847.bam.cip
EGAF00001723672      1 82694051127  d837c2148ffc3531fef9cda926612b4d     EGAR00001587304/repeat_expansions/NA07541.bam.cip
EGAF00001723637      1 78887403232  610475919d5db6b6e72d5944ca9da9cd     EGAR00001587269/repeat_expansions/NA03990.bam.cip
EGAF00001723730      1 73190379425  74e2cb27be59f7318c2f464cf34bff3e     EGAR00001587362/repeat_expansions/NA16214.bam.cip
EGAF00001723641      1 83154795629  2a12725abbe3153864b658dfeb07c456     EGAR00001587273/repeat_expansions/NA03200.bam.cip
EGAF00001723664      1 79271997111  ca1c348e4f9c412d32668de91d6fd260     EGAR00001587296/repeat_expansions/NA13504.bam.cip
EGAF00001723734      1 84388513646  73888973b0d84c7bed8947299d314579     EGAR00001587366/repeat_expansions/NA16197.bam.cip
EGAF00001723687      1 75359428633  44e7b8d49047801868196641403aae22     EGAR00001587319/repeat_expansions/NA20232.bam.cip
EGAF00001723733      1 74942173538  cdfce07218817788f1e38fbf428d55e0     EGAR00001587365/repeat_expansions/NA23709.bam.cip
EGAF00001723678      1 77638610110  85b015663f05c074b9625f3e6a41d4fd     EGAR00001587310/repeat_expansions/NA20239.bam.cip
EGAF00001723715      1 79746842175  742d664de4dc327a8a46c7ba9ab1b001     EGAR00001587347/repeat_expansions/NA07538.bam.cip
EGAF00001723675      1 84437098758  b1a3b14d9bec48cc2805e36fff926d92     EGAR00001587307/repeat_expansions/NA13717.bam.cip
EGAF00001723726      1 74222333845  12cc306a8f702fc8f50eec2c19d20aee     EGAR00001587358/repeat_expansions/NA20244.bam.cip
EGAF00001723653      1 77095348571  02eeba50c11b2a903403034ff98176db     EGAR00001587285/repeat_expansions/NA07175.bam.cip
EGAF00001723703      1 81056983012  45d89dd6fff6522557faabe9b47050d4     EGAR00001587335/repeat_expansions/NA04079.bam.cip
EGAF00001723729      1 77705006505  509a6bca655a6124da2a5bc4b09a8dc1     EGAR00001587361/repeat_expansions/NA09145.bam.cip
EGAF00001723671      1 79062300955  5ab08f3dad8896ed83e5f680dd760aa7     EGAR00001587303/repeat_expansions/NA13503.bam.cip
EGAF00001723642      1 80019614305  f698fe87c6a7f5bd2d713a002ce4e79e     EGAR00001587274/repeat_expansions/NA03759.bam.cip
EGAF00001723638      1 64120065511  037d68e023acf268e17d0f9b20d8cf30     EGAR00001587270/repeat_expansions/NA13507.bam.cip
EGAF00001723699      1 72073665061  9da4077f1660d7d2f62df826aaae3511     EGAR00001587331/repeat_expansions/NA06895.bam.cip
EGAF00001723652      1 72301275951  a3ef3ddd6dbecb5b55ea914e07bb5c25     EGAR00001587284/repeat_expansions/NA16205.bam.cip
EGAF00001723621      1 73357562635  d9bea415e12aeb3653c14799456f098a     EGAR00001587253/repeat_expansions/NA16202.bam.cip
EGAF00001723695      1 78918593731  c0a83ac3ece2c07e98874c8408a5b778     EGAR00001587327/repeat_expansions/NA06897.bam.cip
EGAF00001723667      1 82632953765  1824870f47353d7c4ff0d1359701b462     EGAR00001587299/repeat_expansions/NA23374.bam.cip
EGAF00001723647      1 83144490838  2fa1eb1e152e72ecc22e6373735f719d     EGAR00001587279/repeat_expansions/NA13513.bam.cip
EGAF00001723698      1 139838799278 cfb7796f7a5de6a2789b45680115cdb7     EGAR00001587330/repeat_expansions/NA07063.bam.cip
EGAF00001723634      1 76038788831  1b045ab03658d32b66f3b6ff7e164fe5     EGAR00001587266/repeat_expansions/NA06894.bam.cip
EGAF00001723705      1 76406919766  e4016698148bbba70cfa294afe4692aa     EGAR00001587337/repeat_expansions/NA20235.bam.cip
EGAF00001723630      1 79253321350  38b174c3a752f8d27fea1ea2f5904343     EGAR00001587262/repeat_expansions/NA20242.bam.cip
EGAF00001723690      1 81975128465  8febd0dbc53ee89ffcc9477ed8db572b     EGAR00001587322/repeat_expansions/NA13537.bam.cip
EGAF00001723674      1 83574259215  4cb2174d9e620158eaa66e7071273b7b     EGAR00001587306/repeat_expansions/NA13514.bam.cip
EGAF00001723643      1 84963454500  fa8e230afb38b8bfa90e237cf6a2b0bc     EGAR00001587275/repeat_expansions/NA15848.bam.cip
EGAF00001723673      1 71780838445  950eb0c6ec092b99b4284028ba834e51     EGAR00001587305/repeat_expansions/NA16207.bam.cip
EGAF00001723694      1 72924202454  250d35e09b769cc8f8f1478009b51220     EGAR00001587326/repeat_expansions/NA16227.bam.cip
EGAF00001723708      1 76801884440  08f09c3c8e940e9bdbd0ec70d26c93a4     EGAR00001587340/repeat_expansions/NA06905.bam.cip
EGAF00001723648      1 80101414727  6276305d84214b72212c2e1516432d8f     EGAR00001587280/repeat_expansions/NA09316.bam.cip
EGAF00001723686      1 83379482098  822626d904f64fbdd095eea042cf67aa     EGAR00001587318/repeat_expansions/NA03697.bam.cip
EGAF00001723702      1 80842411480  0d33e12a3ca12d1f2992acbb0f41a8ff     EGAR00001587334/repeat_expansions/NA04926.bam.cip
EGAF00001723732      1 81714097554  56c2758f4178506f47f02eb2900c4d5a     EGAR00001587364/repeat_expansions/NA13505.bam.cip
EGAF00001723688      1 76357567314  b2908c4b61802e663b36c1385b31f02e     EGAR00001587320/repeat_expansions/NA06891.bam.cip
EGAF00001723682      1 79879703026  33b6e2b7e9791647a8e97d17f8ed6c1f     EGAR00001587314/repeat_expansions/NA13511.bam.cip
EGAF00001723692      1 74698377789  29c53695557cbd1a49b35e5109677a4e     EGAR00001587324/repeat_expansions/NA05164.bam.cip
EGAF00001723683      1 76712653181  d2f5b5969a83491485ed7bc2dea3a41b     EGAR00001587315/repeat_expansions/NA20236.bam.cip
EGAF00001723718      1 82944471885  b222ea4d8d7babfa94404ae498b8159c     EGAR00001587350/repeat_expansions/NA14519.bam.cip
EGAF00001723663      1 81182350593  31c766c8c9558af703f7bfa9de8ac5ac     EGAR00001587295/repeat_expansions/NA04648.bam.cip
EGAF00001723633      1 81259370487  2131ba4518d36aa3da99ce8ffbb1c84f     EGAR00001587265/repeat_expansions/NA13508.bam.cip
EGAF00001723617      1 73270048624  b0eab4fb82470bbe5f89c38072a9d387     EGAR00001587249/repeat_expansions/NA13506.bam.cip
EGAF00001723685      1 79929321883  a137e97621e1c870bbc0dab96c045730     EGAR00001587317/repeat_expansions/NA07540.bam.cip
EGAF00001723646      1 81631003145  e63b307594ac4bcb67b093e4766b133b     EGAR00001587278/repeat_expansions/NA05152.bam.cip
EGAF00001723662      1 79759799534  f9364b153d739b6e45fbd140324c4f77     EGAR00001587294/repeat_expansions/NA07174.bam.cip
EGAF00001723676      1 74807351839  0a4c4cf0c0f009a8604c7faec1abe990     EGAR00001587308/repeat_expansions/NA06852.bam.cip
EGAF00001723624      1 83837350196  32484b8cb5e7814e6009dd4b3b4f1b5b     EGAR00001587256/repeat_expansions/NA09497.bam.cip
EGAF00001723713      1 76015802079  de61a6d481292dd3746559cd06514b3e     EGAR00001587345/repeat_expansions/NA13716.bam.cip
EGAF00001723711      1 78352544225  645c3cbe4c6755be226c7d0f92af4599     EGAR00001587343/repeat_expansions/NA09317.bam.cip
EGAF00001723620      1 73889955559  7176cf417e3b9a3fa6b39d9c32c33c44     EGAR00001587252/repeat_expansions/NA16229.bam.cip
EGAF00001723622      1 78147471662  d06e2cef98a797f1e8ecf7e6c644672f     EGAR00001587254/repeat_expansions/NA16237.bam.cip
EGAF00001723665      1 82078152516  5a0a070780b2d63893e567922b07e4da     EGAR00001587297/repeat_expansions/NA13515.bam.cip
EGAF00001723727      1 81188195478  75e7b54acb7eff141762a76d8a75163b     EGAR00001587359/repeat_expansions/NA13512.bam.cip
EGAF00001723677      1 75912185232  b6ac64e42b777a20a7f3259ef801d72a     EGAR00001587309/repeat_expansions/NA06904.bam.cip
EGAF00001723639      1 78883157528  b552b6ee95acce4087f34cdee4d491fe     EGAR00001587271/repeat_expansions/NA20233.bam.cip
EGAF00001723640      1 77650135619  8ffbd2ea960c816fa5ecbfdf9c76aecc     EGAR00001587272/repeat_expansions/NA07543.bam.cip
EGAF00001723720      1 81650886995  f74188a2e2da011d5bf96037af8d6eb3     EGAR00001587352/repeat_expansions/NA23300.bam.cip
EGAF00001723712      1 80170504979  c055cef637e56908d69287de605b41a1     EGAR00001587344/repeat_expansions/NA13509.bam.cip
EGAF00001723721      1 77239444276  5b04783f5f3916d61a1c81f45a98734c     EGAR00001587353/repeat_expansions/NA07862.bam.cip
EGAF00001723668      1 70430075264  95d8eefb752f0d4f661eb78c8657ef5c     EGAR00001587300/repeat_expansions/NA04567.bam.cip
EGAF00001723696      1 78132914544  6009de905209f112e2a07434baded5b0     EGAR00001587328/repeat_expansions/NA06907.bam.cip
EGAF00001723628      1 80770494989  62661f257b8da524710c8be3d6e5b8e4     EGAR00001587260/repeat_expansions/NA03986.bam.cip
EGAF00001723654      1 74849395444  ddcda6567afcb8c69791a887e26c9cd8     EGAR00001587286/repeat_expansions/NA06889.bam.cip
EGAF00001723684      1 79220103794  adbc31c40393df78c250a5b8a88f3f7d     EGAR00001587316/repeat_expansions/NA07536.bam.cip
EGAF00001723714      1 73853828009  07fa678621dab98dfda097bf0c46d7c8     EGAR00001587346/repeat_expansions/NA16243.bam.cip
EGAF00001723704      1 79384126117  af4a24c905d6fc8f06e39f9b066b806a     EGAR00001587336/repeat_expansions/NA20234.bam.cip
EGAF00001723629      1 73470915783  4f43d5214b0e85161330b5d83b1595c8     EGAR00001587261/repeat_expansions/NA16209.bam.cip
EGAF00001723700      1 75563052231  24efe1298c8606911bd23ec83bcbb29f     EGAR00001587332/repeat_expansions/NA20237.bam.cip
EGAF00001723649      1 80796319087  ec329261f15acf599132924b1750f7fb     EGAR00001587281/repeat_expansions/NA03989.bam.cip
EGAF00001723697      1 78296660090  255a04073225aaf8104cc572e4e08429     EGAR00001587329/repeat_expansions/NA13510.bam.cip
EGAF00001723656      1 78508925055  7c5f8b5fb7fb9a1589cb664718118eeb     EGAR00001587288/repeat_expansions/NA03816.bam.cip
EGAF00001723660      1 75040724280  fec2cf4579c48029a0c1fc9dc1ddcdc4     EGAR00001587292/repeat_expansions/NA16210.bam.cip
--------------------------------------------------------------------------------
Total dataset size = 8610.32 GB 
